0	1.066756E-08
5	1.197449E-08
10	1.651075E-08
15	2.699142E-08
20	4.931036E-08
25	7.16124E-08
30	1.032315E-07
35	1.632408E-07
40	2.435029E-07
45	3.252238E-07
50	4.600482E-07
55	7.242498E-07
60	1.280587E-06
65	1.251793E-06
70	1.534569E-06
75	1.421963E-06
80	1.493177E-06
85	1.967591E-06
90	3.537927E-06
95	5.84628E-06
100	1.083958E-05
105	2.297749E-05
110	7.681933E-05
115	0.000121519
120	0.0001601549
125	0.0002138142
130	0.0002575543
135	0.0003182602
140	0.0003574076
145	0.0002936598
150	0.0005604741
155	0.000630335
160	0.0007307293
165	0.0007657593
170	0.0007863608
175	0.0007983855
180	0.0008064436
185	0.0008240085
190	0.0008277326
195	0.0008335229
200	0.0008236133

