0	1.085321E-08
5	1.266605E-08
10	1.635919E-08
15	3.060891E-08
20	5.483346E-08
25	8.902435E-08
30	1.45433E-07
35	2.106954E-07
40	3.098027E-07
45	5.701346E-07
50	8.610319E-07
55	8.626592E-07
60	9.473816E-07
65	1.071692E-06
70	1.758748E-06
75	2.801096E-06
80	5.687892E-06
85	1.582406E-05
90	5.882696E-05
95	9.7073E-05
100	0.0001309617
105	0.0001722075
110	0.0002391995
115	0.0002513493
120	0.0002210135
125	0.0003892527
130	0.0007072197
135	0.0008093544
140	0.0008374235
145	0.0008440056
150	0.0008596811
155	0.0008632074
160	0.000858951
165	0.0008711313
170	0.0008714648
175	0.0008692848
180	0.000874821
185	0.0008757399
190	0.0008763812
195	0.000880062
200	0.0008875686

