-79.834 0.00005
-79.224 0.00010
-78.613 0.00003
-78.003 0.00004
-77.393 0.00006
-76.782 0.00005
-76.172 0.00011
-75.562 0.00006
-74.951 0.00015
-74.341 0.00008
-73.730 0.00005
-73.120 0.00011
-72.510 0.00002
-71.899 0.00007
-71.289 0.00006
-70.679 0.00008
-70.068 0.00006
-69.458 0.00021
-68.848 0.00009
-68.237 0.00004
-67.627 0.00003
-67.017 0.00012
-66.406 0.00008
-65.796 0.00010
-65.186 0.00008
-64.575 0.00012
-63.965 0.00008
-63.354 0.00005
-62.744 0.00005
-62.134 0.00007
-61.523 0.00009
-60.913 0.00011
-60.303 0.00010
-59.692 0.00013
-59.082 0.00010
-58.472 0.00022
-57.861 0.00009
-57.251 0.00016
-56.641 0.00015
-56.030 0.00007
-55.420 0.00013
-54.810 0.00006
-54.199 0.00010
-53.589 0.00015
-52.979 0.00021
-52.368 0.00009
-51.758 0.00010
-51.147 0.00013
-50.537 0.00011
-49.927 0.00019
-49.316 0.00011
-48.706 0.00009
-48.096 0.00009
-47.485 0.00010
-46.875 0.00009
-46.265 0.00014
-45.654 0.00004
-45.044 0.00009
-44.434 0.00019
-43.823 0.00007
-43.213 0.00006
-42.603 0.00010
-41.992 0.00008
-41.382 0.00017
-40.771 0.00012
-40.161 0.00007
-39.551 0.00025
-38.940 0.00011
-38.330 0.00031
-37.720 0.00006
-37.109 0.00008
-36.499 0.00026
-35.889 0.00014
-35.278 0.00003
-34.668 0.00004
-34.058 0.00022
-33.447 0.00005
-32.837 0.00005
-32.227 0.00017
-31.616 0.00008
-31.006 0.00010
-30.396 0.00014
-29.785 0.00015
-29.175 0.00018
-28.564 0.00002
-27.954 0.00025
-27.344 0.00016
-26.733 0.00010
-26.123 0.00008
-25.513 0.00038
-24.902 0.00018
-24.292 0.00014
-23.682 0.00008
-23.071 0.00031
-22.461 0.00008
-21.851 0.00004
-21.240 0.00019
-20.630 0.00003
-20.020 0.00007
-19.409 0.00020
-18.799 0.00005
-18.188 0.00014
-17.578 0.00019
-16.968 0.00014
-16.357 0.00004
-15.747 0.00013
-15.137 0.00019
-14.526 0.00024
-13.916 0.00007
-13.306 0.00014
-12.695 0.00019
-12.085 0.00020
-11.475 0.00002
-10.864 0.00013
-10.254 0.00024
-9.644 0.00009
-9.033 0.00021
-8.423 0.00020
-7.812 0.00013
-7.202 0.00024
-6.592 0.00009
-5.981 0.00027
-5.371 0.00013
-4.761 0.00026
-4.150 0.00018
-3.540 0.00029
-2.930 0.00034
-2.319 0.00037
-1.709 0.00047
-1.099 0.00043
-0.488 0.00054
0.122 0.00100
0.732 0.00077
1.343 0.00039
1.953 0.00023
2.563 0.00049
3.174 0.00028
3.784 0.00010
4.395 0.00005
5.005 0.00028
5.615 0.00029
6.226 0.00030
6.836 0.00025
7.446 0.00029
8.057 0.00021
8.667 0.00006
9.277 0.00018
9.888 0.00028
10.498 0.00031
11.108 0.00004
11.719 0.00026
12.329 0.00009
12.939 0.00015
13.550 0.00016
14.160 0.00031
14.771 0.00013
15.381 0.00030
15.991 0.00006
16.602 0.00008
17.212 0.00012
17.822 0.00018
18.433 0.00023
19.043 0.00014
19.653 0.00010
20.264 0.00024
20.874 0.00005
21.484 0.00010
22.095 0.00017
22.705 0.00021
23.315 0.00016
23.926 0.00025
24.536 0.00013
25.146 0.00004
25.757 0.00007
26.367 0.00005
26.978 0.00010
27.588 0.00017
28.198 0.00007
28.809 0.00012
29.419 0.00011
30.029 0.00012
30.640 0.00012
31.250 0.00005
31.860 0.00017
32.471 0.00014
33.081 0.00018
33.691 0.00009
34.302 0.00014
34.912 0.00035
35.522 0.00022
36.133 0.00008
36.743 0.00023
37.354 0.00023
37.964 0.00009
38.574 0.00007
39.185 0.00019
39.795 0.00007
40.405 0.00002
41.016 0.00012
41.626 0.00005
42.236 0.00003
42.847 0.00017
43.457 0.00006
44.067 0.00012
44.678 0.00026
45.288 0.00009
45.898 0.00011
46.509 0.00019
47.119 0.00010
47.729 0.00011
48.340 0.00010
48.950 0.00013
49.561 0.00009
50.171 0.00025
50.781 0.00008
51.392 0.00010
52.002 0.00001
52.612 0.00020
53.223 0.00023
53.833 0.00006
54.443 0.00023
55.054 0.00014
55.664 0.00024
56.274 0.00015
56.885 0.00004
57.495 0.00003
58.105 0.00013
58.716 0.00010
59.326 0.00008
59.937 0.00002
60.547 0.00003
61.157 0.00003
61.768 0.00012
62.378 0.00021
62.988 0.00009
63.599 0.00008
64.209 0.00016
64.819 0.00006
65.430 0.00013
66.040 0.00005
66.650 0.00018
67.261 0.00010
67.871 0.00023
68.481 0.00012
69.092 0.00019
69.702 0.00004
70.312 0.00006
70.923 0.00017
71.533 0.00017
72.144 0.00021
72.754 0.00013
73.364 0.00008
73.975 0.00006
74.585 0.00009
75.195 0.00004
75.806 0.00007
76.416 0.00003
77.026 0.00002
77.637 0.00007
78.247 0.00005
78.857 0.00019
79.468 0.00008
